                simTime,               simFrame,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,
+1.8615000970847905e+02,                  11170,                      1,                    509,                      1,                    0x2,+5.5039054870605469e+01,+1.0423874855041504e+00,-1.3261257112026215e-01,+8.2436401862651110e-04,+2.5128759443759918e-02,-7.5914326771453489e-06,                      3,+2.2133066406250000e+03,
+1.8616667637601495e+02,                  11171,                      1,                    509,                      1,                    0x2,+5.4830093383789062e+01,+1.0425602197647095e+00,-1.3243982195854187e-01,+8.2531769294291735e-04,+2.5271207094192505e-02,-5.9642084124789108e-06,                      3,+2.2135156250000000e+03,
+1.8618334304355085e+02,                  11172,                      1,                    509,                      1,                    0x2,+5.4620845794677734e+01,+1.0427333116531372e+00,-1.3226673007011414e-01,+8.2627136725932360e-04,+2.5411987677216530e-02,-4.4344051275402308e-06,                      3,+2.2137248535156250e+03,
+1.8620000971108675e+02,                  11173,                      1,                    509,                      1,                    0x2,+5.4411312103271484e+01,+1.0429066419601440e+00,-1.3209331035614014e-01,+8.2698662299662828e-04,+2.5551095604896545e-02,-3.2084733447845792e-06,                      3,+2.2139343261718750e+03,
+1.8621667637862265e+02,                  11174,                      1,                    509,                      1,                    0x2,+5.4201496124267578e+01,+1.0430803298950195e+00,-1.3191962242126465e-01,+8.2722504157572985e-04,+2.5688519701361656e-02,-1.9880330910382327e-06,                      3,+2.2141442871093750e+03,
+1.8623334304615855e+02,                  11175,                      1,                    509,                      1,                    0x2,+5.3991397857666016e+01,+1.0432542562484741e+00,-1.3174571096897125e-01,+8.2746346015483141e-04,+2.5824254378676414e-02,-8.7673811322019901e-07,                      3,+2.2143542480468750e+03,
+1.8625000971369445e+02,                  11176,                      1,                    509,                      1,                    0x2,+5.3781017303466797e+01,+1.0434284210205078e+00,-1.3157160580158234e-01,+8.2746346015483141e-04,+2.5958292186260223e-02,+2.0664785438384570e-08,                      3,+2.2145646972656250e+03,
+1.8626667638123035e+02,                  11177,                      1,                    509,                      1,                    0x2,+5.3570358276367188e+01,+1.0436027050018311e+00,-1.3139733672142029e-01,+8.2722504157572985e-04,+2.6090623810887337e-02,+9.0339403868711088e-07,                      3,+2.2147753906250000e+03,
+1.8628334304876626e+02,                  11178,                      1,                    509,                      1,                    0x2,+5.3359424591064453e+01,+1.0437769889831543e+00,-1.3122294843196869e-01,+8.2698662299662828e-04,+2.6221241801977158e-02,+1.6682038221915718e-06,                      3,+2.2149863281250000e+03,
+1.8630000971630216e+02,                  11179,                      1,                    509,                      1,                    0x2,+5.3148212432861328e+01,+1.0439515113830566e+00,-1.3104845583438873e-01,+8.2650978583842516e-04,+2.6350138708949089e-02,+2.3124964627641020e-06,                      3,+2.2151975097656250e+03,
+1.8631667638383806e+02,                  11180,                      1,                    509,                      1,                    0x2,+5.2936729431152344e+01,+1.0441261529922485e+00,-1.3087388873100281e-01,+8.2603294868022203e-04,+2.6477307081222534e-02,+2.9356965569604654e-06,                      3,+2.2154089355468750e+03,
+1.8633334305137396e+02,                  11181,                      1,                    509,                      1,                    0x2,+5.2724975585937500e+01,+1.0443007946014404e+00,-1.3069926202297211e-01,+8.2531769294291735e-04,+2.6602737605571747e-02,+3.4348277040407993e-06,                      3,+2.2156206054687500e+03,
+1.8635000971890986e+02,                  11182,                      1,                    509,                      1,                    0x2,+5.2512950897216797e+01,+1.0444754362106323e+00,-1.3052457571029663e-01,+8.2460243720561266e-04,+2.6726424694061279e-02,+3.9096294131013565e-06,                      3,+2.2158327636718750e+03,
+1.8636667638644576e+02,                  11183,                      1,                    509,                      1,                    0x2,+5.2300655364990234e+01,+1.0446500778198242e+00,-1.3034987449645996e-01,+8.2364876288920641e-04,+2.6848360896110535e-02,+4.2574019971652888e-06,                      3,+2.2160449218750000e+03,
+1.8638334305398166e+02,                  11184,                      1,                    509,                      1,                    0x2,+5.2088096618652344e+01,+1.0448248386383057e+00,-1.3017515838146210e-01,+8.2269508857280016e-04,+2.6968538761138916e-02,+4.5783749555994291e-06,                      3,+2.2162575683593750e+03,
+1.8640000972151756e+02,                  11185,                      1,                    509,                      1,                    0x2,+5.1875267028808594e+01,+1.0449995994567871e+00,-1.3000042736530304e-01,+8.2197983283549547e-04,+2.7086947113275528e-02,+4.7702133088023402e-06,                      3,+2.2164704589843750e+03,
+1.8641667638905346e+02,                  11186,                      1,                    509,                      1,                    0x2,+5.1662178039550781e+01,+1.0451743602752686e+00,-1.2982568144798279e-01,+8.2102615851908922e-04,+2.7203584089875221e-02,+4.9337031668983400e-06,                      3,+2.2166835937500000e+03,
+1.8643334305658937e+02,                  11187,                      1,                    509,                      1,                    0x2,+5.1448825836181641e+01,+1.0453490018844604e+00,-1.2965096533298492e-01,+8.1983406562358141e-04,+2.7318438515067101e-02,+5.1705969781323802e-06,                      3,+2.2168969726562500e+03,
+1.8645000972412527e+02,                  11188,                      1,                    509,                      1,                    0x2,+5.1235214233398438e+01,+1.0455237627029419e+00,-1.2947623431682587e-01,+8.1888039130717516e-04,+2.7431504800915718e-02,+5.2768218665733002e-06,                      3,+2.2171105957031250e+03,
