                simTime,               simFrame,               playerId,              lightMask,               steering,    steeringWheelTorque,                accMask,               accSpeed,           batteryState,            batteryRate,       displayLightMask,              fuelGauge,
+7.6500003989785910e+01,                   4591,                      1,                 0x8020,-6.3516530208289623e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6516670657321811e+01,                   4592,                      1,                 0x8020,-4.7883829101920128e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6533337324857712e+01,                   4593,                      1,                 0x8020,-3.2361445482820272e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6550003992393613e+01,                   4594,                      1,                 0x8020,-1.6858322778716683e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6566670659929514e+01,                   4595,                      1,                 0x8020,-1.3256150123197585e-04,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6583337327465415e+01,                   4596,                      1,                   0x20,+1.4327319804579020e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6600003995001316e+01,                   4597,                      1,                   0x20,+3.0127530917525291e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6616670662537217e+01,                   4598,                      1,                   0x20,+4.6142823994159698e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6633337330073118e+01,                   4599,                      1,                   0x20,+6.2398328445851803e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6650003997609019e+01,                   4600,                      1,                   0x20,+7.8949211165308952e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6666670665144920e+01,                   4601,                      1,                   0x20,+9.5807062461972237e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6683337332680821e+01,                   4602,                      1,                   0x20,+1.1300319805741310e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6700004000216722e+01,                   4603,                      1,                   0x20,+1.3055655173957348e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6716670667752624e+01,                   4604,                      1,                   0x20,+1.4849467203021049e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6733337335288525e+01,                   4605,                      1,                   0x20,+1.6681218519806862e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6750004002824426e+01,                   4606,                      1,                   0x20,+1.8553290516138077e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6766670670360327e+01,                   4607,                      1,                   0x20,+2.0464766770601273e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6783337337896228e+01,                   4608,                      1,                   0x20,+2.2416612133383751e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6800004005432129e+01,                   4609,                      1,                   0x20,+2.4409595876932144e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6816670672968030e+01,                   4610,                      1,                   0x20,+2.6442224159836769e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6833337340503931e+01,                   4611,                      1,                   0x20,+2.8501968830823898e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6850004008039832e+01,                   4612,                      1,                   0x20,+3.0424674972891808e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6866670675575733e+01,                   4613,                      1,                   0x20,+3.2370079308748245e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6883337343111634e+01,                   4614,                      1,                   0x20,+3.4354295581579208e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6900004010647535e+01,                   4615,                      1,                   0x20,+3.6379206925630569e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6916670678183436e+01,                   4616,                      1,                   0x20,+4.0356736630201340e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6933337345719337e+01,                   4617,                      1,                   0x20,+4.4374741613864899e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6950004013255239e+01,                   4618,                      1,                   0x20,+4.8235598951578140e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6966670680791140e+01,                   4619,                      1,                   0x20,+5.1930028945207596e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6983337348327041e+01,                   4620,                      1,                   0x20,+5.5471576750278473e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7000004015862942e+01,                   4621,                      1,                   0x20,+5.8874331414699554e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7016670683398843e+01,                   4622,                      1,                   0x20,+6.2149219214916229e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7033337350934744e+01,                   4623,                      1,                   0x20,+6.5302975475788116e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7050004018470645e+01,                   4624,                      1,                   0x20,+6.8339049816131592e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7066670686006546e+01,                   4625,                      1,                   0x20,+7.1257472038269043e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7083337353542447e+01,                   4626,                      1,                 0x8020,+7.4061714112758636e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.7100004021078348e+01,                   4627,                      1,                 0x8020,+7.6755620539188385e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
